R1	2019	1	1	0	05	0.0
R1	2019	1	1	0	10	0.0
R1	2019	1	1	0	15	0.0
R1	2019	1	1	0	20	0.0
R1	2019	1	1	0	25	0.0
R1	2019	1	1	0	30	0.0
R1	2019	1	1	0	35	0.0
R1	2019	1	1	0	40	0.0
R1	2019	1	1	0	45	0.0
R1	2019	1	1	0	50	0.0
R1	2019	1	1	0	55	0.0
R1	2019	1	1	1	00	0.0
R1	2019	1	1	1	05	1.98
R1	2019	1	1	1	10	2.7
R1	2019	1	1	1	15	3.77
R1	2019	1	1	1	20	5.46
R1	2019	1	1	1	25	8.26
R1	2019	1	1	1	30	13.34
R1	2019	1	1	1	35	23.56
R1	2019	1	1	1	40	46.66
R1	2019	1	1	1	45	32.71
R1	2019	1	1	1	50	17.49
R1	2019	1	1	1	55	10.4
R1	2019	1	1	2	00	6.67
R1	2019	1	1	2	05	4.51
R1	2019	1	1	2	10	3.18
R1	2019	1	1	2	15	2.31
R1	2019	1	1	2	20	1.71
R1	2019	1	1	2	25	0.0
R1	2019	1	1	2	30	0.0
R1	2019	1	1	2	35	0.0
R1	2019	1	1	2	40	0.0
R1	2019	1	1	2	45	0.0
R1	2019	1	1	2	50	0.0
R1	2019	1	1	2	55	0.0
R1	2019	1	1	3	00	0.0
R1	2019	1	1	3	05	0.0
R1	2019	1	1	3	10	0.0
R1	2019	1	1	3	15	0.0
R1	2019	1	1	3	20	0.0
