R1	2019	1	1	0	05	0.0
R1	2019	1	1	0	10	0.0
R1	2019	1	1	0	15	0.0
R1	2019	1	1	0	20	0.0
R1	2019	1	1	0	25	0.0
R1	2019	1	1	0	30	0.0
R1	2019	1	1	0	35	0.0
R1	2019	1	1	0	40	0.0
R1	2019	1	1	0	45	0.0
R1	2019	1	1	0	50	0.0
R1	2019	1	1	0	55	0.0
R1	2019	1	1	1	00	0.0
R1	2019	1	1	1	05	0.22
R1	2019	1	1	1	10	0.28
R1	2019	1	1	1	15	0.35
R1	2019	1	1	1	20	0.45
R1	2019	1	1	1	25	0.56
R1	2019	1	1	1	30	0.71
R1	2019	1	1	1	35	0.9
R1	2019	1	1	1	40	1.15
R1	2019	1	1	1	45	1.49
R1	2019	1	1	1	50	1.96
R1	2019	1	1	1	55	2.62
R1	2019	1	1	2	00	3.6
R1	2019	1	1	2	05	5.09
R1	2019	1	1	2	10	7.52
R1	2019	1	1	2	15	11.77
R1	2019	1	1	2	20	19.89
R1	2019	1	1	2	25	36.85
R1	2019	1	1	2	30	26.8
R1	2019	1	1	2	35	15.13
R1	2019	1	1	2	40	9.33
R1	2019	1	1	2	45	6.15
R1	2019	1	1	2	50	4.26
R1	2019	1	1	2	55	3.06
R1	2019	1	1	3	00	2.26
R1	2019	1	1	3	05	1.71
R1	2019	1	1	3	10	1.31
R1	2019	1	1	3	15	1.02
R1	2019	1	1	3	20	0.8
R1	2019	1	1	3	25	0.63
R1	2019	1	1	3	30	0.5
R1	2019	1	1	3	35	0.4
R1	2019	1	1	3	40	0.32
R1	2019	1	1	3	45	0.25
R1	2019	1	1	3	50	0.2
R1	2019	1	1	3	55	0.0
R1	2019	1	1	4	00	0.0
R1	2019	1	1	4	04	0.0
R1	2019	1	1	4	10	0.0
R1	2019	1	1	4	15	0.0
R1	2019	1	1	4	20	0.0
R1	2019	1	1	4	25	0.0
R1	2019	1	1	4	30	0.0
R1	2019	1	1	4	35	0.0
R1	2019	1	1	4	40	0.0
R1	2019	1	1	4	45	0.0
R1	2019	1	1	4	50	0.0
