R1	2019	1	1	0	05	0.0
R1	2019	1	1	0	10	0.0
R1	2019	1	1	0	15	0.0
R1	2019	1	1	0	20	0.0
R1	2019	1	1	0	25	0.0
R1	2019	1	1	0	30	0.0
R1	2019	1	1	0	35	0.0
R1	2019	1	1	0	40	0.0
R1	2019	1	1	0	45	0.0
R1	2019	1	1	0	50	0.0
R1	2019	1	1	0	55	0.0
R1	2019	1	1	1	00	0.0
R1	2019	1	1	1	05	1.4
R1	2019	1	1	1	10	1.84
R1	2019	1	1	1	15	2.45
R1	2019	1	1	1	20	3.36
R1	2019	1	1	1	25	4.75
R1	2019	1	1	1	30	7.01
R1	2019	1	1	1	35	10.95
R1	2019	1	1	1	40	18.45
R1	2019	1	1	1	45	34.02
R1	2019	1	1	1	50	24.81
R1	2019	1	1	1	55	14.05
R1	2019	1	1	2	00	8.69
R1	2019	1	1	2	05	5.74
R1	2019	1	1	2	10	3.98
R1	2019	1	1	2	15	2.86
R1	2019	1	1	2	20	2.12
R1	2019	1	1	2	25	1.6
R1	2019	1	1	2	30	1.23
R1	2019	1	1	2	35	0.0
R1	2019	1	1	2	40	0.0
R1	2019	1	1	2	45	0.0
R1	2019	1	1	2	50	0.0
R1	2019	1	1	2	55	0.0
R1	2019	1	1	3	00	0.0
R1	2019	1	1	3	05	0.0
R1	2019	1	1	3	10	0.0
R1	2019	1	1	3	15	0.0
R1	2019	1	1	3	20	0.0
R1	2019	1	1	3	25	0.0
R1	2019	1	1	3	30	0.0
