R1	2019	1	1	0	05	0
R1	2019	1	1	0	10	0
R1	2019	1	1	0	15	0
R1	2019	1	1	0	20	0
R1	2019	1	1	0	25	20
R1	2019	1	1	0	30	20
R1	2019	1	1	0	35	20
R1	2019	1	1	0	40	20
R1	2019	1	1	0	45	20
R1	2019	1	1	0	50	20
R1	2019	1	1	0	55	20
R1	2019	1	1	1	00	20
R1	2019	1	1	1	05	20
R1	2019	1	1	1	10	20
R1	2019	1	1	1	15	20
R1	2019	1	1	1	20	20
R1	2019	1	1	1	25	0
R1	2019	1	1	1	30	0
R1	2019	1	1	1	35	0
R1	2019	1	1	1	40	0
R1	2019	1	1	1	45	0
R1	2019	1	1	1	50	0
R1	2019	1	1	1	55	0
R1	2019	1	1	2	00	0
R1	2019	1	1	2	05	0
R1	2019	1	1	2	10	0
R1	2019	1	1	2	15	0
R1	2019	1	1	2	20	0
R1	2019	1	1	2	25	0
R1	2019	1	1	2	30	0
R1	2019	1	1	2	35	0
R1	2019	1	1	2	40	0
R1	2019	1	1	2	45	0
R1	2019	1	1	2	50	0
