R1	2019	1	1	0	05	0.0
R1	2019	1	1	0	10	0.0
R1	2019	1	1	0	15	0.0
R1	2019	1	1	0	20	0.0
R1	2019	1	1	0	25	0.0
R1	2019	1	1	0	30	0.0
R1	2019	1	1	0	35	0.0
R1	2019	1	1	0	40	0.0
R1	2019	1	1	0	45	0.0
R1	2019	1	1	0	50	0.0
R1	2019	1	1	0	55	0.0
R1	2019	1	1	1	00	0.0
R1	2019	1	1	1	05	0.18
R1	2019	1	1	1	10	0.23
R1	2019	1	1	1	15	0.29
R1	2019	1	1	1	20	0.37
R1	2019	1	1	1	25	0.46
R1	2019	1	1	1	30	0.58
R1	2019	1	1	1	35	0.73
R1	2019	1	1	1	40	0.93
R1	2019	1	1	1	45	1.19
R1	2019	1	1	1	50	1.54
R1	2019	1	1	1	55	2.02
R1	2019	1	1	2	00	2.71
R1	2019	1	1	2	05	3.71
R1	2019	1	1	2	10	5.25
R1	2019	1	1	2	15	7.76
R1	2019	1	1	2	20	12.13
R1	2019	1	1	2	25	20.5
R1	2019	1	1	2	30	37.94
R1	2019	1	1	2	35	27.61
R1	2019	1	1	2	40	15.59
R1	2019	1	1	2	45	9.62
R1	2019	1	1	2	50	6.35
R1	2019	1	1	2	55	4.4
R1	2019	1	1	3	00	3.16
R1	2019	1	1	3	05	2.33
R1	2019	1	1	3	10	1.76
R1	2019	1	1	3	15	1.35
R1	2019	1	1	3	20	1.05
R1	2019	1	1	3	25	0.82
R1	2019	1	1	3	30	0.65
R1	2019	1	1	3	35	0.52
R1	2019	1	1	3	40	0.41
R1	2019	1	1	3	45	0.33
R1	2019	1	1	3	50	0.26
R1	2019	1	1	3	55	0.2
R1	2019	1	1	4	00	0.0
R1	2019	1	1	4	04	0.0
R1	2019	1	1	4	10	0.0
R1	2019	1	1	4	15	0.0
R1	2019	1	1	4	20	0.0
R1	2019	1	1	4	25	0.0
R1	2019	1	1	4	30	0.0
R1	2019	1	1	4	35	0.0
R1	2019	1	1	4	40	0.0
R1	2019	1	1	4	45	0.0
R1	2019	1	1	4	50	0.0
R1	2019	1	1	4	55	0.0
