R1	2019	1	1	0	05	0
R1	2019	1	1	0	10	0
R1	2019	1	1	0	15	0
R1	2019	1	1	0	20	0
R1	2019	1	1	0	25	0
R1	2019	1	1	0	30	0
R1	2019	1	1	0	35	20
R1	2019	1	1	0	40	20
R1	2019	1	1	0	45	20
R1	2019	1	1	0	50	20
R1	2019	1	1	0	55	20
R1	2019	1	1	1	00	20
R1	2019	1	1	1	05	0
R1	2019	1	1	1	10	0
R1	2019	1	1	1	15	0
R1	2019	1	1	1	20	0
R1	2019	1	1	1	25	0
R1	2019	1	1	1	30	0
R1	2019	1	1	1	35	30
R1	2019	1	1	1	40	30
R1	2019	1	1	1	45	30
R1	2019	1	1	1	50	30
R1	2019	1	1	1	55	30
R1	2019	1	1	2	00	30
R1	2019	1	1	2	05	0
R1	2019	1	1	2	10	0
R1	2019	1	1	2	15	0
R1	2019	1	1	2	20	0
R1	2019	1	1	2	25	0
R1	2019	1	1	2	30	0
R1	2019	1	1	2	35	0
R1	2019	1	1	2	40	0
R1	2019	1	1	2	45	40
R1	2019	1	1	2	50	40
R1	2019	1	1	2	55	40
R1	2019	1	1	3	00	40
R1	2019	1	1	3	05	40
R1	2019	1	1	3	10	40
R1	2019	1	1	3	15	0
R1	2019	1	1	3	20	0
R1	2019	1	1	3	25	0
R1	2019	1	1	3	30	0
R1	2019	1	1	3	35	0
R1	2019	1	1	3	40	0
R1	2019	1	1	3	45	0
R1	2019	1	1	3	50	0
R1	2019	1	1	3	55	30
R1	2019	1	1	4	00	30
R1	2019	1	1	4	04	30
R1	2019	1	1	4	10	30
R1	2019	1	1	4	15	30
R1	2019	1	1	4	20	30
R1	2019	1	1	4	25	0
R1	2019	1	1	4	30	0
R1	2019	1	1	4	35	0
R1	2019	1	1	4	40	0
R1	2019	1	1	4	45	0
R1	2019	1	1	4	50	0
R1	2019	1	1	4	55	20
R1	2019	1	1	5	00	20
R1	2019	1	1	5	05	20
R1	2019	1	1	5	10	20
R1	2019	1	1	5	15	20
R1	2019	1	1	5	20	20
R1	2019	1	1	5	25	0
R1	2019	1	1	5	30	0
R1	2019	1	1	5	35	0
R1	2019	1	1	5	40	0
R1	2019	1	1	5	45	0
R1	2019	1	1	5	50	0
R1	2019	1	1	5	55	10
R1	2019	1	1	6	00	10
R1	2019	1	1	6	05	10
R1	2019	1	1	6	10	10
R1	2019	1	1	6	15	10
R1	2019	1	1	6	20	10
R1	2019	1	1	6	25	0
R1	2019	1	1	6	30	0
R1	2019	1	1	6	35	0
R1	2019	1	1	6	40	0
R1	2019	1	1	6	45	0
R1	2019	1	1	6	50	0
R1	2019	1	1	6	55	0
R1	2019	1	1	7	00	0
R1	2019	1	1	7	05	0
R1	2019	1	1	7	10	0
